pm25_ugm3,pm10_ugm3,no2_ppb,so2_ppb,co_ppm,o3_ppb,wind_speed_ms,wind_direction,temperature_c,humidity_percent,precipitation_mm,traffic_density,industrial_activity,aqi
147.64208370772465,213.479896685171,,58.268346375859856,7.509685298595771,24.663439484775974,3.4942113931656356,E,23.013015117576817,43.05504836904035,45.979514989540846,Low,Medium,496.0
60.99993503272419,78.34495799645251,6.7816610628931295,49.92630062118652,9.022973809375456,122.18586325933111,12.789867648895953,N,23.62006269379934,42.19608657567335,40.76750565544475,Very High,Low,432.0
130.24352328930297,76.24590307132358,123.56247234025905,69.65295093722759,3.926962380458597,14.112894718170146,1.5034802803968055,W,24.155788135277398,33.766590935910536,25.91539146724278,High,High,219.0
26.448239484968994,298.71322811309375,,73.21649339206009,0.14580754367123258,34.06547720808449,4.288634140749049,W,5.1913497657366,72.69135122026374,9.265447505039798,Very High,None,221.0
77.57216886306735,110.12801074160414,17.982838847274575,92.68519268507502,0.6277741558187103,132.93468193691655,3.5706418916531235,SE,13.371630446731558,36.550532144327306,5.288772220524534,Medium,High,170.0
186.87647599776818,273.28087418071794,93.07997089393443,83.4941363573948,1.0050517051566183,19.649988119672443,12.367697633373423,W,3.754039176711439,51.12644891910847,33.33544244444122,Very High,None,256.0
193.31097189205317,282.80061875334195,16.43107701342261,74.99696765305453,3.2777974411025244,164.50820496001398,13.078426344813586,W,,68.59628961908426,43.02807283804295,High,None,155.0
154.44459316723425,,94.49158451106793,64.5659707688628,8.461025727381934,12.731642416676948,11.618778272954914,N,11.413516492326671,53.340447680950504,48.5083243074896,Very High,High,426.0
8.967257651494332,196.4474837584716,69.51100164745431,22.719732306053896,0.4113080136563749,17.700796669892682,10.372280222880192,E,24.60653406926692,29.729983183706537,28.344890588733936,High,High,166.0
18.46885983517374,241.27644430105948,81.58380782159628,17.47093868404342,7.65946530348159,,12.397180659576218,E,2.6565491029345223,41.02634540515794,35.0682458122073,High,High,379.0
31.872027032061265,167.2516362023289,29.161265508713484,89.17482484561718,4.719141506739758,158.56126298953143,6.515916009433535,E,-3.7808325468276127,85.32229521577733,20.909886941414662,Low,High,433.0
71.38637201557978,289.47241106750295,19.417293854986,36.2619129823787,2.164222459731539,129.84186150209925,8.154585982045274,S,-1.8023129050145092,71.41939065847737,35.151826563483965,Very High,Low,351.0
126.06186476066623,150.36086016423448,82.29130277901876,54.41389078326899,5.392164719042806,85.59516708891367,7.46892300116548,S,10.137566512099365,54.43334097431281,14.222975903092628,Medium,Low,155.0
183.93808242029036,198.64894416359573,35.53255863062361,82.68870592536597,2.75314451973415,163.1578158844337,7.879954060371023,N,5.32543529482731,36.98703392585334,29.746019712263127,Low,High,287.0
48.815419545692045,62.89853594476215,121.31697181271763,63.21348310819234,8.544497165507059,81.9836374112266,6.073580728762195,N,14.896556689376396,29.92456725988682,9.631713767641376,Very High,High,227.0
19.44097200580631,45.00419516832945,19.55995766469938,36.400980170564964,6.774908656610931,126.94357586437,,SE,34.113851067606014,34.30063775757266,47.51228395374509,Very High,Medium,418.0
167.2737986814741,271.0163725422605,28.70214154064368,48.4285550610287,0.27170817806773284,175.5644282378263,,NE,1.3770801498787133,46.93656182572137,10.906542708696099,Very High,Medium,302.0
124.89420146556597,28.081301335681285,86.82101606038502,,9.705157342752099,69.64697781931778,1.646674677170723,NW,-1.3576806155746235,89.3977462135407,29.982681683785202,Very High,Medium,133.0
130.81205769302161,13.74701446164028,117.0272651598823,61.03927030151042,1.2677618185000272,158.28037063272046,3.227505774339316,SW,-1.2920264194176134,62.455029203003576,28.999092293645322,Very High,High,147.0
122.61570382099472,97.34100852112552,95.42978956017589,94.92276006346665,2.130515396343673,141.87432490849983,7.132480919372322,NE,24.17958019391211,67.8139984758985,42.860700868399064,High,None,345.0
194.13938556883036,30.869732356230635,141.55411517614777,20.527912797827355,7.349146810226252,130.42700956402712,4.159291634745878,S,4.911603047657685,70.55117746660618,37.148274195096434,Medium,None,293.0
30.576637938450283,25.05652099163455,124.30698809182739,30.458123606216795,9.724981928549756,25.183321844177,6.533709494056516,W,33.217447684232766,70.52760113809097,5.69876471552237,Medium,None,
140.78439705633232,43.678767840258026,106.76790800009363,42.21616386293758,1.7348077342026418,60.62472580774619,3.752574468179033,NE,-1.9323731287960833,64.78079441880664,22.60112808423801,High,None,
121.87123384285833,136.2105770456767,32.76180536983006,51.50739700273128,7.495840030703288,104.05204294583699,4.500912502370685,SW,-3.9431026098695643,76.84111668762655,39.00993608798672,Low,Medium,225.0
10.576003532183849,252.45704141530445,106.71633147640839,50.92111565043402,8.608047948615683,193.07914451106694,5.837991034776585,SW,17.02615046608294,67.67447746883366,,Very High,Low,291.0
,34.81862857448705,11.899850381223212,93.25347343384072,1.8523043666192385,178.39095404926846,1.585993406577667,NW,30.77404464800628,82.27783636782694,11.583237468308273,Very High,Medium,50.0
170.08656400892326,288.4119988018932,78.45235904603017,30.18048440144534,8.380714480840911,102.22122374217567,4.137781722226696,N,-0.5888939019514172,75.97805711467632,40.43196878110301,Very High,,327.0
142.9242160536034,236.28988930458357,37.249457684137816,42.028466606023294,6.518095222603319,45.341546811941946,5.511699639133301,W,9.622349177625043,20.552881350842203,36.801598013299035,Very High,None,390.0
22.972506327360783,284.76168690203997,19.24413858480898,7.220159779653528,5.494073861967524,94.84866393099055,7.99694086230471,E,11.457524405186625,60.83805746060025,6.792983279944082,High,Low,318.0
39.94693066232583,134.3474765967166,122.17225178439288,88.93049339730904,6.652162102833512,191.57410239062006,2.1063837203407765,S,8.786757090266173,88.45139398494541,20.515683177843318,Low,Low,475.0
183.29551047318796,132.3938938176949,66.18015446014316,49.09705331490882,3.2861748935514945,170.83492173266166,10.42990343293435,SW,-2.601946165486213,48.93709176659041,1.9589315351255632,Very High,High,147.0
